date,tag,prerelease,ring,kind,asset,asset_id,download_count
2026-09-12,v0.7.2-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544283097,8
2026-09-12,v0.7.2-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544283139,8
2026-09-12,v0.7.3,False,none,stub,ClaudeUsageTraySetup.exe,557584177,2
2026-09-12,v0.7.3,False,none,releases-legacy,RELEASES,557583813,2
2026-09-12,v0.7.3,False,win-beta,feed,releases.win-beta.json,557584119,5
2026-09-12,v0.7.3,False,win,feed,releases.win.json,557583802,4
2026-09-12,v0.7.3,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.3-delta.nupkg,557583774,3
2026-09-12,v0.7.3,False,win,full,WusTechnik.ClaudeUsageTray-0.7.3-full.nupkg,557583712,2
2026-09-12,v0.7.3,False,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-win-beta-delta.nupkg,557583969,3
2026-09-12,v0.7.3,False,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-win-beta-full.nupkg,557583978,2
2026-09-12,v0.7.3,False,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,557583915,2
2026-09-12,v0.7.3,False,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,557584043,2
2026-09-12,v0.7.3,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,557583610,2
2026-09-12,v0.7.3,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,557583654,3
2026-09-12,v0.7.3-beta.1,True,none,stub,ClaudeUsageTraySetup.exe,545904158,8
2026-09-12,v0.7.3-beta.1,True,win-beta,feed,releases.win-beta.json,545904098,73
2026-09-12,v0.7.3-beta.1,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-delta.nupkg,545904051,12
2026-09-12,v0.7.3-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-full.nupkg,545903910,10
2026-09-12,v0.7.3-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,545904022,8
2026-09-12,v0.7.3-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,545904057,9
2026-09-12,v0.7.3-beta.2,True,none,stub,ClaudeUsageTraySetup.exe,546057826,8
2026-09-12,v0.7.3-beta.2,True,win-beta,feed,releases.win-beta.json,546057782,69
2026-09-12,v0.7.3-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-delta.nupkg,546057773,13
2026-09-12,v0.7.3-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-full.nupkg,546057730,10
2026-09-12,v0.7.3-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546057636,8
2026-09-12,v0.7.3-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546057677,8
2026-09-12,v0.7.3-beta.3,True,none,stub,ClaudeUsageTraySetup.exe,546786891,8
2026-09-12,v0.7.3-beta.3,True,win-beta,feed,releases.win-beta.json,546786851,64
2026-09-12,v0.7.3-beta.3,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-delta.nupkg,546786837,14
2026-09-12,v0.7.3-beta.3,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-full.nupkg,546786797,13
2026-09-12,v0.7.3-beta.3,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546786777,9
2026-09-12,v0.7.3-beta.3,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546786818,8
2026-09-12,v0.7.3-beta.4,True,none,stub,ClaudeUsageTraySetup.exe,555436466,2
2026-09-12,v0.7.3-beta.4,True,win-beta,feed,releases.win-beta.json,555436406,21
2026-09-12,v0.7.3-beta.4,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.4-win-beta-delta.nupkg,555436383,6
2026-09-12,v0.7.3-beta.4,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.4-win-beta-full.nupkg,555436311,3
2026-09-12,v0.7.3-beta.4,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,555436076,2
2026-09-12,v0.7.3-beta.4,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,555436178,2
